"voter_id","title","family_name","given_name","group","option","vote_event_id"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0040.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0040.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0040.xml"
"19","MUDr.","Robert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0040.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0040.xml"
"21","","Zdeněk","Vejpustek","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0040.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"2","BcA.","Michal","Berg","KOV","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"3","","Jiří","Čunek","KDU-ČSL","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"6","MUDr. ","Tomáš","Husa","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"7","Bc.","Roman","Kalabus","ODS","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"12","","Josef","Novosad","Nez.KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"14","RNDr.","Karel","Pavelka","KOV","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"19","MUDr.","Robert","Teleky","KDU-ČSL","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"21","","Zdeněk","Vejpustek","KSČM","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0041.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"2","BcA.","Michal","Berg","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"6","MUDr. ","Tomáš","Husa","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"7","Bc.","Roman","Kalabus","ODS","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"12","","Josef","Novosad","Nez.KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"14","RNDr.","Karel","Pavelka","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"19","MUDr.","Robert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"21","","Zdeněk","Vejpustek","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0042.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"2","BcA.","Michal","Berg","KOV","NOT_VOTING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"6","MUDr. ","Tomáš","Husa","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"7","Bc.","Roman","Kalabus","ODS","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"12","","Josef","Novosad","Nez.KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"14","RNDr.","Karel","Pavelka","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"19","MUDr.","Robert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"21","","Zdeněk","Vejpustek","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0043.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"2","BcA.","Michal","Berg","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"6","MUDr. ","Tomáš","Husa","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"7","Bc.","Roman","Kalabus","ODS","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"12","","Josef","Novosad","Nez.KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"14","RNDr.","Karel","Pavelka","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"19","MUDr.","Robert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"21","","Zdeněk","Vejpustek","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0044.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"2","BcA.","Michal","Berg","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"6","MUDr. ","Tomáš","Husa","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"7","Bc.","Roman","Kalabus","ODS","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"12","","Josef","Novosad","Nez.KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"14","RNDr.","Karel","Pavelka","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"19","MUDr.","Robert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"21","","Zdeněk","Vejpustek","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0045.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"2","BcA.","Michal","Berg","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"6","MUDr. ","Tomáš","Husa","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"7","Bc.","Roman","Kalabus","ODS","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"12","","Josef","Novosad","Nez.KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"14","RNDr.","Karel","Pavelka","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"19","MUDr.","Robert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"21","","Zdeněk","Vejpustek","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0046.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"2","BcA.","Michal","Berg","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"6","MUDr. ","Tomáš","Husa","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"7","Bc.","Roman","Kalabus","ODS","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"12","","Josef","Novosad","Nez.KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"14","RNDr.","Karel","Pavelka","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"19","MUDr.","Robert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"20","Mgr.","Taťána","Valentová Nersesjan","ČSSD","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"21","","Zdeněk","Vejpustek","KSČM","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0047.xml"
"1","MUDr.","Daniel","Bělov","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"2","BcA.","Michal","Berg","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"3","","Jiří","Čunek","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"4","Mgr.","Simona","Hlaváčová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"5","Ing.","Bohumila","Holeňová","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"6","MUDr. ","Tomáš","Husa","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"7","Bc.","Roman","Kalabus","ODS","MISSING","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"8","Bc.","Jiří","Kašpar","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"9","Mgr.","Petr","Kořenek","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"10","Ing.","Jaromír","Kudlík","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"11","MUDr.","Pavol","Lambert","ANO2011","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"12","","Josef","Novosad","Nez.KSČM","ABSTAINED","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"13","JUDr.","Stanislav","Pavelec","TOP09","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"14","RNDr.","Karel","Pavelka","KOV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"15","Ing.","Tomáš","Pifka","STANV","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"16","Ing. Ph.D.","Libor","Podešva","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"17","Mgr. ","Dalibor","Sedláček","ČSSD","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"18","Bc.","Iveta","Táborská","ODS","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
"19","MUDr.","Robert","Teleky","KDU-ČSL","AYE","https://dl.dropboxusercontent.com/u/2424343/zeleni/zastupitelé/hlasovani/z201503/0048.xml"
